clave,sitio,clvrha,rha,estado,municipio,cuenca,cuerpoagua,tipo,subtipo,periodo,dbo,c_dbo,dqo,c_dqo,sst,c_sst,coli_fec,c_coli_fec,e_coli,c_e_coli,od,c_od,tox_d_48,c_tox_d_48,tox_v_15,c_tox_v_15,semaforo,contaminantes,cumple_dbo,cumple_dqo,cumple_sst,cumple_coli_fec,cumple_e_coli,cumple_enteroc,cumple_od,cumple_tox,grupo
"OCGCE3408","ALAMO (TEMAPACHE)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ÁLAMO TEMAPACHE","RÍO TUXPAN","RIO TUXPAN","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","5935","Contaminada","1854.5","Contaminada","89.6","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3409","PUENTE LOPEZ PORTILLO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ÁLAMO TEMAPACHE","RÍO TUXPAN","RIO TUXPAN","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","4600","Contaminada","2293.5","Contaminada","83.5","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3410","ALAMO (CIUDAD)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ÁLAMO TEMAPACHE","RÍO TUXPAN","ARROYO AGUA NACIDA AFLUENTE AL RIO TUXPAN","LÓTICO","ARROYO","2012-2023","5.15","Buena calidad","30.86","Aceptable","<25","Excelente","24000","Fuertemente contaminada","2419","Fuertemente contaminada","52.3","Buena calidad","<1","No Toxico","8.4960000000000004","Toxicidad alta","Rojo","CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3411","ALAMO (JUGUERAS)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ÁLAMO TEMAPACHE","RÍO TUXPAN","ARROYO AGUA NACIDA AFLUENTE AL RIO TUXPAN","LÓTICO","ARROYO","2012-2023","17.8","Aceptable","82.58","Contaminada","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","24.9","Contaminada","<1","No Toxico","19.062000000000001","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3412","PUENTE LAS FUENTES 5 POBLADOS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ÁLAMO TEMAPACHE","RÍO TUXPAN","RIO TUXPAN","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","2028","Contaminada","99.5","Contaminada","85.1","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3413","PUENTE CAZONES III","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","TIHUATLÁN","RÍO CAZONES","RIO CAZONES","LÓTICO","RÍO","2012-2023","<3","Excelente","15.71","Buena calidad","<25","Excelente","4600","Contaminada","1859.5","Contaminada","77.400000000000006","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3414","PUENTE LA UNION","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","CAZONES DE HERRERA","RÍO CAZONES","RIO CAZONES","LÓTICO (HUMEDAL)","ARROYO","2012-2023","<3","Excelente","13.08","Buena calidad","<25","Excelente","2400","Contaminada","230","Contaminada","74.234999999999999","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3415","PANGA CAZONES (LA CONCEPCION)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","TIHUATLÁN","RÍO CAZONES","RIO CAZONES","LÓTICO","RÍO","2012-2023","<3","Excelente","18.93","Buena calidad","<25","Excelente","11000","Fuertemente contaminada","2400","Fuertemente contaminada","72.5","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3416","CAZONES","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","CAZONES DE HERRERA","RÍO CAZONES","RIO CAZONES","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","14.8","Buena calidad","<25","Excelente","5273.5","Contaminada","2400","Contaminada","71.099999999999994","Excelente","1.7391304347826086","Toxicidad moderada","1.06","Toxicidad baja","Rojo","CF,E_COLI,ENT_FEC,","","","","","","","","","LOTICO"
"OCGCE3419","RIO CHIQUITO II","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COSOLEACAQUE","BAJO RÍO COATZACOALCOS","RIO CHIQUITO","LÓTICO A - TIPO 7 (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","1538","Contaminada","106","Contaminada","82.85","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3420","MEXPAPE (LA CORTINA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COSAMALOAPAN DE CARPIO","RÍO TONTO","RIO TONTO","LÓTICO","RÍO","2012-2023","26.53","Aceptable","79.995000000000005","Contaminada","<25","Excelente","2400","Contaminada","930","Contaminada","51.3","Buena calidad","<1","No Toxico","3.58","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3422","RIO TANCOCHAPA (LAS CHOAPAS)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","LAS CHOAPAS","TANCOCHAPA BAJO","RIO TANCOCHAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","21.52","Aceptable","<25","Excelente","4611","Contaminada","813","Contaminada","81.199999999999989","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3423","LA CEIBILLA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ISLA","RÍO SAN JUAN","RIO SAN JUAN","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","24.17","Aceptable","71.97999999999999","Buena calidad","2400","Contaminada","93","Contaminada","91.2","Excelente","2.1598272138228944","Toxicidad moderada","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3428","PUENTE TEAPA I (ZONA INDUSTRIAL)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COATZACOALCOS","RÍO HUAZUNTLÁN","ARROYO TEAPA AFLUENTE AL RIO COATZACOALCOS","LÓTICO A - TIPO 7","RÍO","2012-2023","5.33","Buena calidad","49.92","Contaminada","<25","Excelente","335","Aceptable","91.5","Aceptable","50.4","Buena calidad","24.690999999999999","Toxicidad alta","<1","No Toxico","Rojo","DQO,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3433","AGUAS ABAJO DE LA CONFLUENCIA CON EL ARROYO CALIENTE","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","IXTACZOQUITLÁN","RÍO BLANCO","RIO BLANCO","LÓTICO A - TIPO 5","RÍO","2012-2023","7.67","Aceptable","48.21","Contaminada","31","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","49.2","Aceptable","1.02364622786365","Toxicidad baja","1.7350000000000001","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3434","PUENTE CALZADAS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COSOLEACAQUE","RÍO HUAZUNTLÁN","RIO CALZADAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","30.71","Aceptable","<25","Excelente","11000","Fuertemente contaminada","388","Fuertemente contaminada","81.2","Excelente","3.19","Toxicidad moderada","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3439","RIO COATZACOALCOS (IXHUATEPEC)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","BAJO RÍO COATZACOALCOS","RIO COATZACOALCOS","LÓTICO A - TIPO 7 (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","1594.5","Contaminada","153.5","Contaminada","92.35","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3445","PEÑA BLANCA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","UXPANAPA","BAJO RÍO COATZACOALCOS","RIO COATZACOALCOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","14.78","Buena calidad","<25","Excelente","990","Aceptable","70","Aceptable","91.300000000000011","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCGCE3446","VADO BENITO JUAREZ","X","GOLFO CENTRO","OAXACA","SAN JUAN BAUTISTA TUXTEPEC","RÍO VALLE NACIONAL","RIO DEL VALLA","LÓTICO","RÍO","2012-2023","<3","Excelente","23.65","Aceptable","<25","Excelente","1200","Contaminada","390","Contaminada","68.25","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3448M1","CALZADAS (HUAZUNTLÁN)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COATZACOALCOS","RÍO HUAZUNTLÁN","RÍO CALZADAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","21.545000000000002","Aceptable","<25","Excelente","3606.5","Contaminada","930","Contaminada","52.15","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3449","RIO PINTORES I (REFERENCIA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","COATEPEC","RÍO LA ANTIGUA","RIO PINTORES","LÓTICO","RÍO","2012-2023","6.5","Aceptable","33","Aceptable","<25","Excelente","8565.5","Contaminada","2400","Contaminada","42.4","Aceptable","2.2175407473000002","Toxicidad moderada","4.6948356807511704","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE3451","RIO COACHAPA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","BAJO RÍO COATZACOALCOS","RIO COACHAPA","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","32.96","Aceptable","<25","Excelente","1500","Contaminada","430","Contaminada","61.4","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3452","RIO SAN ANTONIO (DOVALI)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","BAJO RÍO UXPANAPA","RIO SAN ANTONIO","LÓTICO","RÍO","2012-2023","<3","Excelente","36.980000000000004","Aceptable","<25","Excelente","930","Aceptable","210","Aceptable","64.7","Buena calidad","1.52","Toxicidad moderada","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCGCE3453","PUENTE COATZACOALCOS II","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","IXHUATLÁN DEL SURESTE","BAJO RÍO UXPANAPA","RIO COATZACOALCOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","23.04","Aceptable","<25","Excelente","1638.5","Contaminada","296.5","Contaminada","93.4","Excelente","3.0720000000000001","Toxicidad moderada","1.58","Toxicidad moderada","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3454","ARROYO SAN FRANCISCO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","RÍO HUAZUNTLÁN","ARROYO SAN FRANCISCO","LÓTICO (HUMEDAL)","ARROYO","2012-2023","14","Aceptable","99.57","Contaminada","<25","Excelente","4600","Contaminada","200","Contaminada","15.6","Contaminada","8.0399999999999991","Toxicidad alta","116.28","Toxicidad alta","Rojo","DQO,CF,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCGCE3455","UXPANAPA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MOLOACÁN","BAJO RÍO UXPANAPA","RIO UXPANAPA","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","18.424999999999997","Buena calidad","<25","Excelente","1467","Contaminada","120","Contaminada","92.1","Excelente","4.59","Toxicidad moderada","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3456","RIO COATZACOALCOS (MINATITLAN)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","BAJO RÍO COATZACOALCOS","RIO COATZACOALCOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","17.72","Buena calidad","<25","Excelente","1866","Contaminada","115","Contaminada","85.3","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3459","RIO COATZACOALCOS (ABAJO BOCA COACHAPA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MOLOACÁN","BAJO RÍO COATZACOALCOS","RIO COATZACOALCOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","15.05","Buena calidad","<25","Excelente","1785","Contaminada","121","Contaminada","85.68","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3461","RIO COATZACOALCOS (OTAPA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLÁN","BAJO RÍO COATZACOALCOS","RIO COATZACOALCOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","13.8","Buena calidad","<25","Excelente","1918","Contaminada","161","Contaminada","91.6","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3462","RIO COATZACOALCOS (ARRIBA BOCA COACHAPA)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","MOLOACÁN","BAJO RÍO COATZACOALCOS","RIO COATZACOALCOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","1585","Contaminada","108","Contaminada","91.91","Excelente","<1","No Toxico","1.7349000000000001","Toxicidad moderada","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3464","COSAMALOAPAN","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","CHACALTIANGUIS","RÍO PAPALOAPAN","RIO PAPALOAPAN","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","12.48","Buena calidad","<25","Excelente","4884","Contaminada","211","Contaminada","87.34","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3465","LOS COCOS","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","CHACALTIANGUIS","RÍO PAPALOAPAN","RIO OBISPO","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","17.14","Buena calidad","<25","Excelente","2247","Contaminada","145","Contaminada","86.35","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE3466","EL DESCABEZADERO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","ACTOPAN","RÍO ACTOPAN","RIO ACTOPAN","LÓTICO","RÍO","2012-2023","<3","Excelente","24.695","Aceptable","<25","Excelente","150","Buena calidad","82","Buena calidad","70","Buena calidad","<1","No Toxico","1.893939393939394","Toxicidad moderada","Verde","","","","","","","","","","LOTICO"
"OCGCE5527","RÍO EL CEPILLO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","GUTIÉRREZ ZAMORA","RÍO TECOLUTLA","RÍO EL CEPILLO","LÓTICO","RÍO","2012-2023","<3","Excelente","29.39","Aceptable","<25","Excelente","3500","Contaminada","1215","Contaminada","53.85","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCGCE5528","RÍO AMAPA","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","TIERRA BLANCA","LLANURAS DE PAPALOAPAN","RÍO AMAPA","LÓTICO","RÍO","2012-2023","<3","Excelente","18.75","Buena calidad","<25","Excelente","680","Aceptable","330","Aceptable","69","Buena calidad","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCGCE5530","SUCHIL (BLANCO)","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","TLALIXCOYAN","RÍO BLANCO","RÍO BLANCO","LÓTICO","RÍO","2012-2023","8.69","Aceptable","84.215000000000003","Contaminada","<25","Excelente","1215","Contaminada","430","Contaminada","31.45","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,","","","","","","","","","LOTICO"
"OCGCE6474","TEXISTEPEC AGUAS ABAJO","X","GOLFO CENTRO","VERACRUZ DE IGNACIO DE LA LLAVE","TEXISTEPEC","BAJO RÍO COATZACOALCOS","ARROYO APEPECHO","LÓTICO","ARROYO","2012-2023","<3","Excelente","10.18","Buena calidad","<25","Excelente","3310","Contaminada","100","Contaminada","38.700000000000003","Aceptable","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGCE6526","TRES VALLES ZAPOTE","X","GOLFO CENTRO","OAXACA","SAN JUAN BAUTISTA TUXTEPEC","RÍO TONTO","ARROYO","LÓTICO","RIO","2012-2023","<3","Excelente","56.57","Contaminada","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","35","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCGNO0006RNL","RÍO TAMESÍ, COMUNIDAD VUELTA DE LAS YEGUAS","IX","GOLFO NORTE","TAMAULIPAS","ALTAMIRA","RÍO TAMESÍ","RÍO TAMESÍ","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","15","Excelente","","Excelente","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCGNO0012RNL","RÍO CONCHOS POBLADO SAN PEDRO DE LOS GUTIÉRREZ","IX","GOLFO NORTE","TAMAULIPAS","MÉNDEZ","RÍO SAN FERNANDO-SOTO LA MARINA","RÍO CONCHOS","LÓTICO","RÍO","2012-2023","5.2","Buena calidad","<10","Excelente","51","Buena calidad","","","","","83","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCGNO0021RNL","RÍO GUAYALEJO, EJIDO FELIPE CARRILLO PUERTO","IX","GOLFO NORTE","TAMAULIPAS","GONZÁLEZ","RÍO GUAYALEJO 3","RÍO GUAYALEJO","LÓTICO","RÍO","2012-2023","22.8","Aceptable","41","Contaminada","<25","Excelente","2300","Contaminada","","Contaminada","","","","","","","Rojo","DQO,CF,","","","","","","","","","LOTICO"
"OCGNO0022RNL","RIO GUAYALEJO, EJIDO BENITO JUAREZ","IX","GOLFO NORTE","TAMAULIPAS","EL MANTE","RÍO GUAYALEJO 3","RÍO GUAYALEJO","LÓTICO","RÍO","2012-2023","74.3","Contaminada","98","Contaminada","<25","Excelente","9300","Contaminada","","Contaminada","","","","","","","Rojo","DBO,DQO,CF,","","","","","","","","","LOTICO"
"OCGNO0023RNL","EJIDO, ALIANZA AGRARIA","IX","GOLFO NORTE","TAMAULIPAS","EL MANTE","RÍO GUAYALEJO 3","RÍO GUAYALEJO","LÓTICO","RÍO","2012-2023","<3","Excelente","28","Aceptable","78","Aceptable","1100","Contaminada","","Contaminada","","","","","","","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3475W1","AFLUENTE PRESA PEDRO JOSE MENDEZ 1","IX","GOLFO NORTE","TAMAULIPAS","HIDALGO","RÍO PURIFICACIÓN 1","RIO SAN JUAN","LÓTICO (HUMEDAL)","PRESA","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","2400","Contaminada","97","Contaminada","74.3","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3479","RIO SAN ANTONIO HIDROMETRICA  TOMASEÑO","IX","GOLFO NORTE","TAMAULIPAS","HIDALGO","RÍO SAN ANTONIO","RIO SAN ANTONIO","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","505","Aceptable","35.5","Aceptable","87.75","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCGNO3481","RIO PURIFICACION, EL BARRETAL","IX","GOLFO NORTE","TAMAULIPAS","HIDALGO","RÍO PURIFICACIÓN 1","RIO PURIFICACION","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","1162","Contaminada","30","Contaminada","86.4","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3482","RIO BLANCO, BENITO JUAREZ","IX","GOLFO NORTE","TAMAULIPAS","HIDALGO","RÍO PURIFICACIÓN 1","RIO BLANCO","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","1226.5","Contaminada","46.5","Contaminada","89.300000000000011","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3491","RIO CONCHOS, PUENTE CARRETERO LIB.","IX","GOLFO NORTE","TAMAULIPAS","SAN FERNANDO","RÍO SAN FERNANDO 2","RIO CONCHOS","LÓTICO","RÍO","2012-2023","<3","Excelente","13.785","Buena calidad","65","Buena calidad","4605.5","Contaminada","621","Contaminada","80.924999999999997","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3492","RIO CONCHOS, SAN FERNANDO","IX","GOLFO NORTE","TAMAULIPAS","SAN FERNANDO","RÍO SAN FERNANDO 1","RIO CONCHOS","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","43","Buena calidad","4352","Contaminada","310.5","Contaminada","86.12","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3493","VADO LAS ESCOBAS","IX","GOLFO NORTE","TAMAULIPAS","SAN FERNANDO","RÍO SAN FERNANDO 1","RIO CONCHOS","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","34","Buena calidad","4476","Contaminada","114","Contaminada","85.4","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3497","RIO CONCHOS, ENTRADA A LA LAGUNA LA NACHA","IX","GOLFO NORTE","TAMAULIPAS","SAN FERNANDO","RÍO SAN FERNANDO 2","RIO CONCHOS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","<10","Excelente","90","Aceptable","3240","Contaminada","750","Contaminada","66.400000000000006","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3505","RIO CONCHOS, BURGOS","IX","GOLFO NORTE","TAMAULIPAS","BURGOS","RÍO SAN FERNANDO 1","RIO CONCHOS","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","31","Buena calidad","2400","Contaminada","135","Contaminada","83.784999999999997","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCGNO3516","ESTERO TOPILA 2","IX","GOLFO NORTE","VERACRUZ DE IGNACIO DE LA LLAVE","PÁNUCO","RÍO CHICAYÁN 2","ESTERO TOPILA","LÓTICO","ESTERO","2012-2023","13.940000000000001","Aceptable","80.23","Contaminada","28","Buena calidad","1500","Contaminada","52","Contaminada","62","Buena calidad","<1","No Toxico","534.76","Toxicidad alta","Rojo","DQO,CF,TOX_L,","","","","","","","","","LOTICO"
"OCGNO3517","ARROYO EL OLMO 2","IX","GOLFO NORTE","TAMAULIPAS","VICTORIA","ÁREA NO AFORADA","ARROYO EL OLMO","LÓTICO","ARROYO","2012-2023","<3","Excelente","25.02","Aceptable","<25","Excelente","11000","Fuertemente contaminada","572.5","Fuertemente contaminada","73.599999999999994","Excelente","<1","No Toxico","<1","No Toxico","Rojo","CF,ENT_FEC,","","","","","","","","","LOTICO"
"OCGNO3520M1","RIO TAMESI, BOCATOMA LOS TOMATES","IX","GOLFO NORTE","TAMAULIPAS","ALTAMIRA","RÍO TAMESÍ","RIO TAMESI","LÓTICO","RÍO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","538","Aceptable","30","Aceptable","83.8","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCGNO3539","LA TAPADA","IX","GOLFO NORTE","TAMAULIPAS","ALDAMA","RÍO TIGRE 2","RIO TIGRE","LÓTICO","RÍO","2012-2023","<3","Excelente","10.9","Buena calidad","<25","Excelente","460","Aceptable","41","Aceptable","79","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
